ope8_id,city,state,name,degrees_awarded_predominant,size,online_only,avg_net_price_pub,pell_grant_rate,retention_four_year_full_time,part_time_share,act_25th_pctl_cumulative,act_75th_pctl_cumulative,sat_average_all,sat_25th_pctl_math,sat_75th_pctl_math,sat_25th_pctl_reading,sat_75th_pctl_reading,sat_25th_pctl_writing,sat_75th_pctl_writing,race_ethn_white,race_ethn_black,race_ethn_hispanic,race_ethn_asian,race_ethn_two_or_more
2146600,Phoenix,AZ,South Mountain Community College,Predominantly associate's-degree granting,3980,0,7948,0.5049,NaN,0.6518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1279,0.2015,0.4462,0.0259,0.0148
711300,Phoenix,AZ,Arizona Christian University,Predominantly bachelor's-degree granting,491,0,NaN,0.328,0.6809,0.0794,20,25,1045,455,600,440,580,NaN,NaN,0.5906,0.0509,0.1426,0.0143,0.0346
446700,Tucson,AZ,Tucson College,Predominantly certificate-degree granting,284,0,NaN,0.5714,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.331,0.0493,0.4965,0.0211,0
822100,Avondale,AZ,Universal Technical Institute of Arizona Inc,Predominantly associate's-degree granting,2337,0,NaN,0.4808,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5019,0.0282,0.2383,0.0227,0.083
2171500,Tempe,AZ,Western International University,Predominantly bachelor's-degree granting,1369,0,NaN,0.3861,0.1786,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4894,0.1534,0.1512,0.0044,0.0431
945915,Glendale,AZ,Empire Beauty School-NW Phoenix,Predominantly certificate-degree granting,172,0,NaN,0.8056,NaN,0.2442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2791,0.2151,0.3895,0.0116,0
107900,Prescott,AZ,Yavapai College,Predominantly certificate-degree granting,6072,0,8254,0.3145,NaN,0.6374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.656,0.011,0.1178,0.0105,0.0133
110100,Little Rock,AR,University of Arkansas at Little Rock,Predominantly bachelor's-degree granting,8504,0,10087,0.4027,0.6973,0.3813,20,27,1077,410,480,360,480,NaN,NaN,0.5514,0.2656,0.0623,0.023,0.0642
110900,Little Rock,AR,University of Arkansas for Medical Sciences,Predominantly bachelor's-degree granting,755,0,NaN,0.363,NaN,0.2543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7589,0.1325,0.0397,0.0305,0.0278
3065100,Arkadelphia,AR,ABC Beauty College Inc,Predominantly certificate-degree granting,32,0,NaN,0.9605,NaN,0.1563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.3438,0,0,0.0313
108700,Little Rock,AR,Arkansas Baptist College,Predominantly bachelor's-degree granting,1022,0,NaN,0.7107,0.3945,0.1566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0656,0.9247,0.0049,0,0
3005100,Little Rock,AR,Arkansas Beauty School,Predominantly certificate-degree granting,37,0,NaN,1,NaN,0.2703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0541,0.9459,0,0,0
3997300,Russellville,AR,Arkansas Beauty College,Predominantly certificate-degree granting,46,0,NaN,0.9231,NaN,0.0435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.913,0.0217,0.0435,0,0.0217
108800,Batesville,AR,Lyon College,Predominantly bachelor's-degree granting,570,0,NaN,0.4617,0.6981,0.0158,22,28,1142,540,610,470,600,460,600,0.7737,0.0421,0.0509,0.0123,0
3023400,North Little Rock,AR,Arkansas College of Barbering and Hair Design,Predominantly certificate-degree granting,134,0,NaN,0.6629,NaN,0.0522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0522,0.9478,0,0,0
2363500,Fort Smith,AR,Arthur's Beauty College Inc-Fort Smith,Predominantly certificate-degree granting,50,0,NaN,0.7746,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.54,0.16,0.08,0.08,0.06
110800,Fayetteville,AR,University of Arkansas,Predominantly bachelor's-degree granting,20776,0,11861,0.2427,0.821,0.1117,23,28,1156,520,630,500,600,NaN,NaN,0.7874,0.0492,0.0644,0.0237,0.0321
108600,Pine Bluff,AR,University of Arkansas at Pine Bluff,Predominantly bachelor's-degree granting,2503,0,7695,0.6986,0.5621,0.0811,15,20,842,348,493,330,430,340,430,0.0416,0.9301,0.012,0.0024,4e-4
109100,Beebe,AR,Arkansas State University-Beebe,Predominantly certificate-degree granting,3217,0,5837,0.3155,NaN,0.3196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8399,0.0472,0.0438,0.0087,0.0392
109e3,Jonesboro,AR,Arkansas State University-Main Campus,Predominantly bachelor's-degree granting,9325,0,9475,0.4618,0.7312,0.1896,21,26,1088,458,548,410,515,413,478,0.7302,0.1466,0.0203,0.0075,0.0166
108900,Russellville,AR,Arkansas Tech University,Predominantly bachelor's-degree granting,8734,0,9128,0.4559,0.6937,0.1922,18,25,1008,410,520,370,490,370,490,0.7901,0.0781,0.0503,0.0129,0.0226
108500,Monticello,AR,University of Arkansas at Monticello,Predominantly certificate-degree granting,3024,0,9828,0.6473,0.424,0.1832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5893,0.336,0.0344,0.0023,0.0188
2538500,Jacksonville,AR,Arthur's Beauty College Inc-Jacksonville,Predominantly certificate-degree granting,64,0,NaN,0.679,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7969,0.1563,0.0156,0,0.0156
3105200,Little Rock,AR,Baptist Health Schools-Little Rock,Predominantly certificate-degree granting,918,0,NaN,0.5978,NaN,0.1264,19,22,970,NaN,NaN,NaN,NaN,NaN,NaN,0.7669,0.171,0.0174,0.0131,0.0207
2052200,Pocahontas,AR,Black River Technical College,Predominantly certificate-degree granting,1894,0,5481,0.6406,NaN,0.2603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9335,0.0338,0.0185,0.0037,0.0053
109200,Conway,AR,University of Central Arkansas,Predominantly bachelor's-degree granting,9261,0,9693,0.3937,0.6977,0.1106,20,26,1070,NaN,NaN,NaN,NaN,NaN,NaN,0.6656,0.1867,0.0361,0.0146,0.0272
109300,Conway,AR,Central Baptist College,Predominantly bachelor's-degree granting,769,0,NaN,0.4531,0.6731,0.1573,18,23,974,470,670,430,590,430,620,0.7035,0.2211,0.0221,0.0013,0.0143
2220900,De Queen,AR,Cossatot Community College of the University of Arkansas,Predominantly certificate-degree granting,1129,0,5219,0.3819,NaN,0.4314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6785,0.1107,0.1585,0.0062,0.0213
109500,Paragould,AR,Crowley's Ridge College,Predominantly associate's-degree granting,153,0,NaN,0.4429,0.6613,0.0654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9216,0.0523,0.0196,0,0
704400,Forrest City,AR,Crowley's Ridge Technical Institute,Predominantly certificate-degree granting,286,0,3443,0.7814,NaN,0.0979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3392,0.6294,0.007,0,0.0105
1226e3,Forrest City,AR,East Arkansas Community College,Predominantly certificate-degree granting,922,0,3051,0.416,NaN,0.3482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5043,0.4599,0.0174,0.0087,0.0022
2272400,Little Rock,AR,Eastern College of Health Vocations-Little Rock,Predominantly certificate-degree granting,302,0,NaN,0.8886,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1821,0.7815,0.0364,0,0
3124900,North Little Rock,AR,Imagine-Paul Mitchell Partner School,Predominantly certificate-degree granting,482,0,NaN,0.5097,NaN,0.2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6971,0.222,0.0456,0.0104,0.0083
1210500,Hot Springs,AR,National Park Community College,Predominantly associate's-degree granting,2445,0,8691,0.6033,NaN,0.3967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.798,0.1141,0.0573,0.0098,0
2073500,Batesville,AR,University of Arkansas Community College-Batesville,Predominantly certificate-degree granting,1090,0,2702,0.6327,NaN,0.2853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8468,0.0367,0.0514,0.0083,0.0422
109700,Searcy,AR,Harding University,Predominantly bachelor's-degree granting,4428,0,NaN,0.2631,0.8234,0.0729,22,28,1139,500,620,490,630,NaN,NaN,0.8347,0.0379,0.0294,0.0068,0.0133
109800,Arkadelphia,AR,Henderson State University,Predominantly bachelor's-degree granting,3190,0,8049,0.5296,0.5716,0.0984,19,24,1011,490,590,460,538,NaN,NaN,0.6583,0.2367,0.0348,0.0066,0.0511
109900,Conway,AR,Hendrix College,Predominantly bachelor's-degree granting,1428,0,NaN,0.1792,0.878,0.0042,26,32,1267,540,650,530,680,NaN,NaN,0.7143,0.0448,0.0469,0.0518,0.0189
3007100,Hot Springs,AR,Hot Springs Beauty College,Predominantly certificate-degree granting,43,0,NaN,0.5616,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9302,0.0465,0.0233,0,0
2330800,Pine Bluff,AR,Jefferson Regional Medical Center School of Nursing,Predominantly certificate-degree granting,76,0,NaN,0.6471,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8421,0.1447,0.0132,0,0
11e4,Siloam Springs,AR,John Brown University,Predominantly bachelor's-degree granting,1770,0,NaN,0.3184,0.8239,0.1124,22,28,1144,505,640,500,640,490,610,0.8017,0.0209,0.0525,0.009,0.0322
2525800,North Little Rock,AR,Lees School of Cosmetology,Predominantly certificate-degree granting,27,0,NaN,0.6486,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7778,0.1111,0.1111,0,0
2341700,Springdale,AR,Career Academy of Hair Design,Predominantly certificate-degree granting,364,0,NaN,0.4813,NaN,0.3736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7033,0.0549,0.2088,0.0192,0
1074100,Fort Smith,AR,Academy of Salon and Spa,Predominantly certificate-degree granting,75,0,NaN,0.6746,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7867,0.0133,0.08,0.04,0
2348200,West Memphis,AR,Mid-South Community College,Predominantly certificate-degree granting,1263,0,10158,0.5818,NaN,0.4719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3721,0.5574,0.0016,0.0063,0.0523
1286e3,Blytheville,AR,Arkansas Northeastern College,Predominantly certificate-degree granting,1141,0,6694,0.5018,NaN,0.4619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6512,0.2717,0.0473,0.0018,0.0272
3254300,Monticello,AR,Margaret's Hair Academy Inc,Predominantly certificate-degree granting,65,0,NaN,0.9634,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5846,0.3077,0.0769,0.0154,0
2284200,North Little Rock,AR,New Tyler Barber College Inc,Predominantly certificate-degree granting,79,0,NaN,0.6129,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,0
1226100,Harrison,AR,North Arkansas College,Predominantly certificate-degree granting,1885,0,4094,0.6147,NaN,0.4297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9082,5e-4,0.0472,0.0021,0.0302
2073700,Springdale,AR,Northwest Technical Institute,Predominantly certificate-degree granting,252,0,7077,0.2137,NaN,0.0317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7381,0.0238,0.1865,0.0357,0
110200,Arkadelphia,AR,Ouachita Baptist University,Predominantly bachelor's-degree granting,1513,0,NaN,0.2702,0.7631,0.0066,21,27,1090,460,580,440,550,NaN,NaN,0.8434,0.08,0.039,0.0106,0
997600,Malvern,AR,College of the Ouachitas,Predominantly certificate-degree granting,817,0,8758,0.3697,NaN,0.3231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7576,0.1652,0.0318,0.0037,0.0318
2087e3,Melbourne,AR,Ozarka College,Predominantly certificate-degree granting,1226,0,6035,0.7091,NaN,0.2985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.969,0.0041,0.0139,0.0024,0
109400,Clarksville,AR,University of the Ozarks,Predominantly bachelor's-degree granting,568,0,NaN,0.3906,0.6943,0.0053,20,26,1057,450,550,420,550,NaN,NaN,0.6831,0.0546,0.0915,0,0.0387
524500,Morrilton,AR,University of Arkansas Community College-Morrilton,Predominantly associate's-degree granting,2077,0,6770,0.672,NaN,0.3895,17,22,930,NaN,NaN,NaN,NaN,NaN,NaN,0.7607,0.0968,0.0067,0.0082,0.0462
110300,Little Rock,AR,Philander Smith College,Predominantly bachelor's-degree granting,554,0,NaN,0.7282,0.5432,0.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072,0.8935,0.0036,0.0036,0.0126
110400,Helena,AR,Phillips Community College of the University of Arkansas,Predominantly associate's-degree granting,986,0,10838,0.396,NaN,0.3225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4493,0.5284,0.0132,0.0061,0
570700,Pine Bluff,AR,Southeast Arkansas College,Predominantly certificate-degree granting,1415,0,5233,0.5864,NaN,0.4212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3618,0.617,0.0099,0.0057,0
2202400,El Dorado,AR,Professional Cosmetology Education Center,Predominantly certificate-degree granting,50,0,NaN,0.7077,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.62,0.34,0.02,0,0
2075300,North Little Rock,AR,Pulaski Technical College,Predominantly associate's-degree granting,9480,0,13349,0.5737,NaN,0.4742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3814,0.5315,0.034,0.0129,0.0259
573200,Hope,AR,University of Arkansas Community College-Hope,Predominantly certificate-degree granting,1157,0,8562,0.619,NaN,0.3751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5177,0.3768,0.0622,0.0052,0.0026
2111100,Mena,AR,Rich Mountain Community College,Predominantly certificate-degree granting,553,0,4538,0.3892,NaN,0.2712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8788,0.0036,0.0398,0.0127,0.0217
792100,Fayetteville,AR,Paul Mitchell the School-Arkansas,Predominantly certificate-degree granting,96,0,NaN,0.4392,NaN,0.1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8333,0.0417,0.0729,0.0521,0
2569600,Searcy,AR,Searcy Beauty College Inc,Predominantly certificate-degree granting,104,0,NaN,0.4621,NaN,0.4519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8077,0.1538,0.0288,0.0096,0
110500,N Little Rock,AR,Shorter College,Predominantly associate's-degree granting,330,0,NaN,0.75,NaN,0.2061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0091,0.9909,0,0,0
110600,Walnut Ridge,AR,Williams Baptist College,Predominantly bachelor's-degree granting,501,0,NaN,0.5265,0.5878,0.0299,19,24,1001,410,510,350,430,NaN,NaN,0.8802,0.0659,0.02,0,0
2074600,El Dorado,AR,South Arkansas Community College,Predominantly certificate-degree granting,1306,0,12545,0.51,NaN,0.4686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5023,0.4571,0.0291,0.0038,0
110700,Magnolia,AR,Southern Arkansas University Main Campus,Predominantly bachelor's-degree granting,2640,0,7543,0.5152,0.6433,0.0833,18,24,989,430,590,410,520,NaN,NaN,0.6432,0.283,0.0216,0.0072,0
773800,Camden,AR,Southern Arkansas University Tech,Predominantly certificate-degree granting,894,0,10119,0.322,NaN,0.2729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5861,0.3546,0.0213,0.0011,0.0213
3214300,Little Rock,AR,Velvatex College of Beauty Culture,Predominantly certificate-degree granting,25,0,NaN,0.52,NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,0
111e3,Fort Smith,AR,University of Arkansas-Fort Smith,Predominantly bachelor's-degree granting,6508,0,6727,0.5053,0.6217,0.2183,19,25,1028,430,620,350,540,390,550,0.7409,0.0458,0.0748,0.0444,0.0516
753100,San Francisco,CA,Academy of Art University,Predominantly bachelor's-degree granting,10300,0,NaN,0.4242,0.71,0.4475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2625,0.0667,0.1042,0.0781,0.0256
732971,Rancho Cordova,CA,ITT Technical Institute-Rancho Cordova,Predominantly associate's-degree granting,510,0,NaN,0.662,NaN,0.2412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5098,0.1059,0.1039,0.0588,0.049
2342400,Huntington Beach,CA,The Academy of Radio and TV Broadcasting,Predominantly certificate-degree granting,44,0,NaN,0.8228,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4773,0.3182,0.2045,0,0
2258600,Alameda,CA,Avalon School of Cosmetology-Alameda,Predominantly certificate-degree granting,186,0,NaN,0.7865,NaN,0.5538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.129,0.4946,0.2688,0.0538,0.0054
672e3,Alameda,CA,College of Alameda,Predominantly associate's-degree granting,5147,0,3873,0.2203,NaN,0.8665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1463,0.2174,0.2024,0.2856,0.0527
111100,Santa Maria,CA,Allan Hancock College,Predominantly associate's-degree granting,9692,0,4896,0.2424,NaN,0.6579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3839,0.0287,0.5028,0.0405,0.0314
746501,Los Angeles,CA,American Academy of Dramatic Arts-Los Angeles,Predominantly associate's-degree granting,258,0,NaN,0.4163,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4612,0.0775,0.1512,0.0116,0.0271
1307400,West Covina,CA,American Beauty College,Predominantly certificate-degree granting,45,0,NaN,0.8258,NaN,0.5333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0222,0,0.9778,0,0
2241800,Los Angeles,CA,American Career College-Los Angeles,Predominantly certificate-degree granting,1770,0,NaN,0.7065,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0554,0.1638,0.6412,0.0712,0.0458
123200,Sacramento,CA,American River College,Predominantly certificate-degree granting,27332,0,6426,0.2858,NaN,0.7339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4786,0.1027,0.1933,0.1024,0.0573
111300,Lancaster,CA,Antelope Valley College,Predominantly associate's-degree granting,12416,0,5405,0.5111,NaN,0.6505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.248,0.2138,0.4361,0.0331,0.0478
111600,Pasadena,CA,Art Center College of Design,Predominantly bachelor's-degree granting,1742,0,NaN,0.36870000000000003,0.8038,0.1533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2153,0.0115,0.1051,0.3456,0.0373
902200,Los Angeles,CA,Associated Technical College-Los Angeles,Predominantly certificate-degree granting,404,0,NaN,0.6992,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0569,0.3416,0.5396,0.0272,0.0322
2553500,San Diego,CA,Associated Technical College-San Diego,Predominantly certificate-degree granting,110,0,NaN,0.9834,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1636,0.3818,0.4273,0.0091,0
111700,Azusa,CA,Azusa Pacific University,Predominantly bachelor's-degree granting,6543,0,NaN,0.2858,0.8228,0.1314,21,27,1098,490,610,490,600,NaN,NaN,0.4966,0.0474,0.2306,0.0827,0.0573
111800,Bakersfield,CA,Bakersfield College,Predominantly certificate-degree granting,15854,0,2898,0.3905,NaN,0.6557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.255,0.046,0.6101,0.0417,0.0339
111900,Barstow,CA,Barstow Community College,Predominantly associate's-degree granting,2866,0,9214,0.4941,NaN,0.5967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3601,0.1577,0.3838,0.0286,0.0464
705e3,National City,CA,Bellus Academy-National City,Predominantly certificate-degree granting,185,0,NaN,0.5461,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1297,0.1892,0.4919,0.027,0.1135
3266300,Anaheim,CA,Bethesda University of California,Predominantly bachelor's-degree granting,259,0,NaN,0.75,0.9286,0.2124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0232,0.027,0.2471,0.1931,0
112200,La Mirada,CA,Biola University,Predominantly bachelor's-degree granting,4324,0,NaN,0.3103,0.8501,0.0333,22,27,1123,503,620,500,620,490,620,0.5481,0.0197,0.1714,0.1589,0.0624
112300,Santa Barbara,CA,Brooks Institute,Predominantly bachelor's-degree granting,492,0,NaN,0.4281,0.7727,0.2175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1382,0.0081,0.061,0.0081,0.0183
2543400,Anaheim,CA,Brownson Technical School,Predominantly certificate-degree granting,45,0,NaN,0.795,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3333,0.0667,0.4889,0.0222,0
716400,Los Angeles,CA,Bryan University,Predominantly associate's-degree granting,879,0,NaN,0.5886,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5085,0.1752,0.1581,0.033,0.0933
807300,Oroville,CA,Butte College,Predominantly certificate-degree granting,11123,0,5224,0.4933,NaN,0.4902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6422,0.0266,0.1712,0.0591,0.0124
1215400,San Francisco,CA,California Institute of Integral Studies,Predominantly bachelor's-degree granting,75,0,NaN,0.5699,NaN,0.0933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5467,0.08,0.16,0.0533,0.0533
112400,Aptos,CA,Cabrillo College,Predominantly associate's-degree granting,12724,0,6841,0.2477,NaN,0.6415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5136,0.0123,0.364,0.0325,0.0462
112500,Riverside,CA,California Baptist University,Predominantly bachelor's-degree granting,5797,0,NaN,0.4777,0.7683,0.1226,18,24,984,420,560,430,550,420,540,0.448,0.084,0.3012,0.0497,0.0285
112700,San Francisco,CA,California College of the Arts,Predominantly bachelor's-degree granting,1463,0,NaN,0.3241,0.819,0.0499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3329,0.0403,0.1367,0.1627,0
113100,Pasadena,CA,California Institute of Technology,Predominantly bachelor's-degree granting,977,0,NaN,0.1063,0.9659,0,33,35,1534,770,800,720,800,720,790,0.304,0.0174,0.1003,0.4248,0.0594
113300,Thousand Oaks,CA,California Lutheran University,Predominantly bachelor's-degree granting,2882,0,NaN,0.2578,0.8477,0.059,22,26,1108,510,613,500,590,NaN,NaN,0.5232,0.0427,0.2523,0.0642,0.0173
114300,San Luis Obispo,CA,California Polytechnic State University-San Luis Obispo,Predominantly bachelor's-degree granting,18664,0,17112,0.1975,0.92490000000000006,0.036,25,30,1242,590,690,550,650,NaN,NaN,0.5956,0.0076,0.1489,0.1134,0.0672
1111700,San Diego,CA,Alliant International University,Predominantly bachelor's-degree granting,254,0,NaN,0.3228,0.75,0.3268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.315,0.1142,0.2638,0.0236,0.0197
799300,Bakersfield,CA,California State University-Bakersfield,Predominantly bachelor's-degree granting,7226,0,8634,0.5843,0.7442,0.0995,15,22,901,400,520,390,500,NaN,NaN,0.196,0.0656,0.4979,0.065,0.0309
115700,Turlock,CA,California State University-Stanislaus,Predominantly bachelor's-degree granting,7751,0,7797,0.5774,0.8725,0.1557,16,22,917,410,520,400,510,NaN,NaN,0.282,0.0255,0.4496,0.1133,0.0369
114200,San Bernardino,CA,California State University-San Bernardino,Predominantly bachelor's-degree granting,15887,0,7619,0.5799,0.8879,0.1065,16,20,888,400,510,390,490,NaN,NaN,0.1743,0.0729,0.5549,0.0632,0.0283
114400,Pomona,CA,California State Polytechnic University-Pomona,Predominantly bachelor's-degree granting,20857,0,12135,0.4404,0.8997,0.1186,20,26,1070,490,620,460,570,NaN,NaN,0.2159,0.0323,0.3722,0.2501,0.039
114600,Chico,CA,California State University-Chico,Predominantly bachelor's-degree granting,15106,0,15184,0.3893,0.8665,0.0655,19,24,1014,460,570,450,550,NaN,NaN,0.5255,0.019,0.23,0.0579,0.0487
114100,Carson,CA,California State University-Dominguez Hills,Predominantly bachelor's-degree granting,11894,0,3698,0.5862,0.7926,0.2794,15,19,845,380,470,380,470,NaN,NaN,0.0931,0.1703,0.5397,0.0943,0.0281
114700,Fresno,CA,California State University-Fresno,Predominantly bachelor's-degree granting,19911,0,7093,0.5407,0.8323,0.1186,16,22,920,410,530,400,510,NaN,NaN,0.2511,0.0404,0.4258,0.1566,0.0305
113700,Fullerton,CA,California State University-Fullerton,Predominantly bachelor's-degree granting,33e3,0,9034,0.4061,0.8853,0.1933,19,24,1021,470,580,450,550,NaN,NaN,0.2556,0.0222,0.375,0.2165,0.0408
113800,Hayward,CA,California State University-East Bay,Predominantly bachelor's-degree granting,12079,0,12535,0.4426,0.7753,0.1301,16,22,910,400,520,400,500,NaN,NaN,0.1843,0.1083,0.2546,0.2439,0.0572
113900,Long Beach,CA,California State University-Long Beach,Predominantly bachelor's-degree granting,30440,0,9699,0.4733,0.8876,0.1565,18,24,1012,460,590,440,550,NaN,NaN,0.214,0.0399,0.3672,0.2292,0.0431
114e3,Los Angeles,CA,California State University-Los Angeles,Predominantly bachelor's-degree granting,19525,0,5431,0.6447,0.8206,0.168,15,20,871,390,510,380,480,NaN,NaN,0.0812,0.0465,0.5965,0.1645,0.016
115300,Northridge,CA,California State University-Northridge,Predominantly bachelor's-degree granting,33581,0,11439,0.4848,0.782,0.1618,16,22,918,400,530,400,510,NaN,NaN,0.2575,0.0623,0.4029,0.1123,0.0335
115e3,Sacramento,CA,California State University-Sacramento,Predominantly bachelor's-degree granting,25991,0,10614,0.505,0.8251,0.191,17,22,945,430,540,410,520,NaN,NaN,0.3247,0.0591,0.2567,0.2086,0.0585
131200,Berkeley,CA,University of California-Berkeley,Predominantly bachelor's-degree granting,25951,0,13769,0.3237,0.9637,0.0282,27,33,1350,630,770,590,720,620,750,0.2857,0.0221,0.132,0.3494,0.0453
